domain,sample_id,question,human_answer,chatgpt_answer,standard_label,review_result,notes
medicine,04cc5e0e-f9de-47d0-9e90-0779596efa44,"What causes chronic running nose?I have a chronic running nose. I have known seasonal allergies and allergies to pet dander. I take allergy medicine regularly and I don t catch the flu very often, how",,,ai_generated,,
medicine,1a7e0a29-4418-465e-b169-0a848432bdc9,"My daughter has been referred to a rheumatologist. What do i need to ask?My daughter (19) has been referred o a rheumatologist for the 2nd time n 2 years. High Sed rate, inflammation, and WBC. The fis",,,ai_generated,,
medicine,c9340e63-6d63-4b4e-b636-14d1fbe1c096,What causes stomach pain while urinating?I have pain in the extreme lower abdominal area.  When I urinate it feels like i've been punched in the stomach repeatedly.  This is also the case when I pass ,,,ai_generated,,
medicine,7bd8b988-b314-427b-97c0-6ab5c61589a4,"Trying to conceive. Negative ovulation kit test. Chances of delayed ovulation?We have been trying to conceive since last 1 year and have been consulting with so many doctors.No period delay,all report",,,human,,
medicine,8fbaa34f-00ef-465f-bc90-730b12181528,What does high ferritin level indicate?Hi my mom’s ferritin level is sky high. It was 930 one month ago and we just rechecked it and it was 937. She used to take iron supplements everyday and she stop,,,ai_generated,,
medicine,25647db9-8293-4c30-8ec3-bbae84e1e72f,Is it a nerval disorder to have less semen?hi doctor actually am 26 male I started masturbating from 14 approximately am leaned body usually I eat once a day or rare irrelevant in night sleep as well ,,,human,,
medicine,95bb4aa8-434f-4cea-93b5-201ee71fc34f,Pigmentation on neck. Turned brownish after cosmopeel. Will it settle down?I have done a cosmopeel yesterday as I had a lot of pigmentation on my neck n have done sevral supervicial peels that make th,,,human,,
medicine,927f9628-5ab2-44f1-a72a-f2173e2512d1,How to treat nephrotic syndrome?hi doctori want to ask you about my brother who is having high blood pressure yesterday he had a 24 hour urine test in which his count was high doctor asked to redo the,,,human,,
medicine,937416af-a12c-4331-9d67-c70206957850,"How to cure pain in ankles,discoloration,severe chest pains & numbness in left armI have heart conditions that run in my family, and my father has A. Fib. My symptoms have been pain in ankles/feet whi",,,ai_generated,,
medicine,5e2f0722-72a1-437f-8ebc-1b2f3944489a,"What causes pleural effusion?Hi, I am Anisur Rahman. I had a pain in my right chest. My chest X ray says that RT cp blunt and mild pleurial effusion. ESR in blood test is 78. MT test and sputum test i",,,ai_generated,,
medicine,cd6a8180-1901-495f-902f-59a5fff0814b,"Can I walk and use a two wheeler with cervical spondylosisi am 46 yrs old, my height is 5 ft, and i am 56 kg.. i have been deducted with cervical spondylosis.. they have asked me to not drive 2 wheele",,,human,,
medicine,805aec0d-a533-4067-8d5e-875c3e3ea414,"Is 125 million sperms/ml sperm count is normal?my semen volume is 8 ml after 3 days abstinence....125 million sperms/ml ,liquiefaction after 20 mins and PH 7.5...progressive motility 35 non-prog 30 im",,,ai_generated,,
medicine,78765a51-9f81-4f81-8c38-240e39fd0f13,What is Topiramate prescribed for?My husband is bi polar and being treated with Topiramate (topomax) I read that this is an anti-seizure medication or one used for migraines. Is this a common med pres,,,ai_generated,,
medicine,2d81db62-927f-499e-bde6-cb4344a03f41,"Could back problems and narrowing of spinal canal be due to spinal meningitis?hello there, I am Beverly from Indiana,  My husband had spinal menigitis as a child.  And in the past several years his he",,,ai_generated,,
medicine,5adc177e-9527-4ab2-a07e-5d1eb5d65b6e,What causes low blood pressure with pain at the side of the abdomen?my blood pressure is 125 65. I have a bit of pain in my side and i have kidney infection but is not showing on the dip stick. I saw ,,,ai_generated,,
medicine,cbb06518-eb19-473f-a466-d07403d31a20,What causes elevated GGT level in blood?HiDoes protein powder increases GGT level? I scored a GGT level score of 113 after getting diagnosed with a viral infection. When i took the blood test I was on,,,human,,
medicine,d09b1cbb-c620-4692-bc1f-b148f02373e1,Need treatment for loss of memory with asthma and collapsed lungI am 20 yrs old and I have been intubated twice for excerbation of asthma and collapsed lung.  I have been left with a poor memory and f,,,human,,
medicine,11d72ca2-fd90-4abc-9450-8be6bd5a8660,What causes appearance of green and orange patches on tongue?My son has orange and green patches on his tongue! What is this? It occured first when he was about a month old and was treated for thrush ,,,ai_generated,,
medicine,801c7b9b-90ad-4370-99ba-552b1a4f5bc5,What is the treatment for foot pain?i have foot pain that started as gout but now my doctor says it is arithritis. this started in may this year. the pain travels around both my feet; sometimes on one,,,ai_generated,,
medicine,1915ab75-c40d-404b-b7e1-a508b0b821ff,How can elevated blood sugar levels be treated while on Metformin and Teneligliptin?I am 80 years old male with type II diabetes. i took blood-sugar reading -- 2 hours after meals- It is 168. in the m,,,ai_generated,,
medicine,51736840-70b6-48e8-aa11-87442046a25c,"What could be the bruises accompanied by tiredness and dizzy spells?grand daughter age 15 - been complaining of having no energy, tired, headaches & dizzy spells and now unexplained bruises which seem",,,human,,
medicine,57de3434-2100-4e10-ac11-f014e6d22df1,"Suggest treatment for azoospremiaHi,I m 37 yrs old (183cms/75kgs), got married 9 yrs ago, no kids, tested and found azoospermia(less semen counts), underwent varicocele surgey 18 months back, no impro",,,ai_generated,,
medicine,105aa968-b7ca-445f-85e3-108b9cf3b045,What causes a painful lump on the tongue with sore throat?I hard a hard painful lump on the bottom of my tongue that i can feel from the top too. It just formed yesterday and if I squeeze from both si,,,human,,
medicine,a78fea0c-ae70-4549-970a-720413130295,"Q. How to get rid of melasma?Hi doctor,I am a 28 year old male. I am having melasma over the last eight years. I am using Lookbrite cream at night and Melalite and Dermadew lotion in the morning with ",,,ai_generated,,
medicine,1cb17919-3e60-4fa5-9701-cc0d7511fe42,"Trying to conceive and left side knee pain for husband when sperm is released. What are the treatments required?Dear Doctor, I Have A Question Related Pregnancy, From Last Few Months I & My Wife Tryin",,,ai_generated,,
medicine,05be3984-0efe-44d2-be68-1ff9165f6d9e,"Suggest treatment for colorectal cancerMy Father has been diagnosed with colorectal cancer which has reached Liver and he is currently admitted to the hospital, since the liver isDamaged, he has jaund",,,human,,
medicine,eae47241-0c1d-4f97-b35f-2765a6572f2e,What to do as my daughter is vomiting the medicines?Hi DoctorMy daughter is 3 yrs old. she is having cold & cough for past 3 days. From last night she is vomiting. Here doctor prescribed her today wit,,,ai_generated,,
medicine,5a9885fc-dd2a-4565-89c1-1b1ab1272197,Why would a patient with esophageal cancer have a feeding tube inserted surgically into the duodenum ?Why would a patient with esophageal cancer have a feeding tube inserted surgically into the duoden,,,ai_generated,,
medicine,d3cb805e-2d2a-49a8-938c-0e7a887a9760,What causes low blood pressure in young adult?My daughter fainted at work tonight. We have been taking her blood pressure and it is running 100/60 to 80/40 when lying down. She feels OK now just a bit,,,human,,
medicine,a5f08ea5-2937-4781-9d71-0fdba0d5319f,Is elevated PSA level symptom of cancer?HI I recently finished a 21 day course of cipro for an elevated psa of 4.46 which was discovered in May. The end result was an increase of my psa to over 5. I m,,,human,,
medicine,ba4c065f-0df5-455a-9eb8-f160055d73e6,What causes dizziness and blurred vision when on Thyroxine?Hi there I ve been on thyroxine for 2 years now and in this past week I have experienced strange dizzy spells whereby my vision blurrs and I ,,,ai_generated,,
medicine,b9bec6a7-4896-4ada-ab72-d6c9f11aab8c,"Suggest remedy for pain in knuckleshello, i got hit in the hand by a baseball today while i was batting. my knuckles use to look identical but now two of them look indented/smashed down, there s sligh",,,human,,
medicine,ed7fa4ec-7ad8-41f9-a3e6-dd68b2af9fd7,"Could green stool/loose motion in a baby be due to teething?Good Mrng Doctor ! My baby is 5month old. She is having loose motion,irritation and little cold and cough. Her stool is little green colour.",,,human,,
medicine,eedb1f06-0cb8-450e-a2f2-dd233aa13583,"Suggest treatment for shortness of breath, anxiety and headacheclient is female, aged 54 YO, complains of shortness of breath, anxiety,headache, investigations done blood sugar is normal, what happens",,,human,,
medicine,92769710-1b71-41dd-beef-777b076a14fc,"How can front teeth positions be corrected?hello, I am an 18 yr old male. I got my braces off 2 years back. I wore my retainers for about 10 months and then i discontinued wearing them. Now i feel tha",,,ai_generated,,
medicine,bd23a340-e600-4fa9-a259-b90daa9325da,What causes back pain while walking?Hi Doc i am an 45 years femail I got 5 sizarien saction one opration of utrus remove and an year ago kidney cancer ti stage surgry After a long gap i start walk bec,,,ai_generated,,
medicine,07fd3e27-b813-4055-9e4b-58f32c96b166,"How to treat OCD and delusional issue?My daughter is covered by PeachCare. She has a problem with OCD and delusional issues. Washes her hands and her feet 30 - 50 times a day lies constantly, and I se",,,human,,
medicine,fa21b284-537e-4307-b485-3af3f7222a9e,"What are the other options for pain relief in hep-c patient?Thank You. I have Hep. C, and I was told by my Dr., to stay away from Acetomenophen, but I can takeIbuprophen. Is motrin an ibuprophen? Seco",,,human,,
medicine,82c7e32c-7083-4bd4-a241-d611ae34199a,"What causes pain in upper left chest, neck and upper back?Hello.  I have been having constant pain in my upper left chest, neck, and upper back for 8 months.  EKG, schest x-ray were normal.  Echocardi",,,human,,
medicine,0d980a04-b4ed-4a95-a136-84a4227644f3,"What caused the back pain here?I have back pain in my lower left side, came on suddenly on the tennis court. I thought it was a muscle but advil did nothing for it Some one said it could be my kidneys",,,ai_generated,,
medicine,ba3f0ea4-d961-4373-93ce-0c70e0dbc4a7,"Is lump after banged to the coffee table something wrong?Hi, I have just banged my leg on the corner of my coffee table. Below the right knee to the right hand side, It actually brought tears to my ey",,,ai_generated,,
medicine,d95ee5c9-a0b8-44d8-8ef3-fd8e46af21c4,What causes soreness in the rib cage region?I have soreness in my right ribcage. But it is not my ribs.  It sends a sharp pain through to my back when I move in a certain manner.  Feels like I pulled ,,,human,,
medicine,92c2fb5d-2133-4b18-99e5-a0093776b2fb,What causes abdominal pain after falling on the buttocks?The other day when I went skating my friend pulled me downcand it made me fall right on my butt. Ever since then I have had abdominal pains whe,,,ai_generated,,
medicine,6c6209df-c8e7-437d-a306-41ffc760ba4c,"Why do I feel tender and bruised in stomach with intense discomfort?Hi there. I m trying to conceive and for the last few days, my stomach has felt tender and bruised. I ve also felt slightly nauseous",,,human,,
medicine,29661028-9cb2-45fb-ae88-82b9a1c7e9f3,"What causes fissured tongue?I have what I feel sure to be fissure tongue.  My mouth is sensitive to heated foods.  This painful tongue that I have, whether it is fissure or not, came about AFTER I beg",,,ai_generated,,
medicine,c140b426-9579-4ab1-929b-32b25d5f599e,Suggest treatment for neck stretchesI have neck pains that make sleeping difficult. It is very difficult getting the right position to balance the neck o avoid pains. This pain is from the back of the,,,human,,
medicine,e4017a42-214d-4c24-89ee-258895a43bda,"What may be the cause of intense pain in wrist after an injury?Hi, I damaged my wrist while sparring (boxing) and since then I struggle to twist my wrist without pain and also a grinding and clicking ",,,human,,
medicine,e306c1bd-d660-4726-bc6a-7001e3c7d22c,"What causes nose bleeds with nausea and dizziness?my husband is deployed in Afghanistan, and he is getting severe nose bleeds for weeks, he is nauseous, dizzy, sensitive to light and sound.. His fathe",,,ai_generated,,
medicine,7987c453-db1c-4c97-8555-d5fff0168035,"Suggest medication for fever and throat painMy toddler has a low grade fever, won t eat, and wakes up crying/screaming multiple times a night. She s a little congested and I think she has a scratchy t",,,human,,
medicine,c9b8e4e0-976d-4449-a524-7ba45b60f630,"Why there is a lump on my chest with offensive smell?I have a very tiny lump on my chest that sits under the skin. If I touch or squeeze it, it gives off an offensive smell. I have an implant in my ri",,,ai_generated,,
medicine,6daed8d6-c05e-446f-a200-14bd38f08b68,"I am getting a little painful and a little swollen, should I worry ?I had blood drawn two day ago and my arm isnt bruising , I am actually getting a dark red area that keeps getting bigger and is gett",,,human,,
medicine,14301e85-4cfb-4aaa-bba9-b6da7fbe929b,Have dry skin. I have tried by applying olive oil but no result. Is this curable?HIim 19 year old.i have dry skin from wen im too young.my skin is so dry that even after applying moisturizer the skin ,,,ai_generated,,
medicine,220e7962-4be5-470a-ba80-e2e264162205,"What causes night sweats, loss of energy and weight loss?I am a diabetic and I had a knee replacement Aug 12. I am normally on medication. I have been taking a 325 aspirin twice a day. My blood pressu",,,ai_generated,,
medicine,88824211-e10e-4184-97dc-88df07095578,What causes soreness on the thigh muscles?I woke up this morning with muscle soreness in both thighs and both biceps and it s not from exercising. I m on warfarin (4 mg/day) due to previous DVT in lef,,,ai_generated,,
medicine,747577fe-e1b0-4002-a2e7-2d1cca5e75eb,What causes severe pain above the right knee?I have extreme pain just above my right knee on the lateral side of my thigh. I have not injured my leg in any way. this came on suddenly and has persisted,,,ai_generated,,
medicine,ef75db7c-b09b-4f8c-b60c-021106a31fd5,Suggest treatment for low appetite in childrenWe cant seem to get my 3 year old Grand Daughter to eat much and she was sick a week ago but now all she seems to have is some diearah and a swollen stoma,,,human,,
medicine,ec3e5c18-742f-49cd-8ad6-6bccea2955c1,"What could it be if child is having intermittent cough inspite of taking medication?18 month old boy has a recurring dry cough, mainly at night. It will last 3-4 days then loosen and disappear only to",,,human,,
medicine,a3c2cdd9-afc3-4898-88a1-54447b369ec3,What causes inflamed gums?i have an inflamed gum area behind the last upper tooth...feels like im biting my gum when i close my teeth together and it pains when i eat...what can i do to ease the disco,,,human,,
medicine,6d22148d-9dbe-415a-9f91-d94005eccdd9,"Suggest treatment for body pain , dizziness and lightheadednessHi doctor i wanted to ask you. I just finished my period 2 days ago and today i was making breakfast felt dizzy light headed and felt fai",,,human,,
medicine,9d5db59d-2d3b-4ebb-92eb-30944224987b,"Recurring pain in upper left abdomen, occurs on yawning, coughing, shallow breathing. Causes for symptoms?I have been experiencing recurring pain in my upper left abdomen - this is my 3rd attach in 7 ",,,human,,
medicine,0bae5a42-9e55-4bdc-b154-30a176217ec2,"Is early intrauterine cyesis causing bleeding after having sex during pregnancy concerning?hello sir,i am pregnant for five weeks and whenever i have sex i bleed for that period,the ultrasound result ",,,human,,
medicine,e228f67d-20b2-4edc-9303-02ef9c8059cf,Suggest treatment for lumps under skinHey doc got lumps under my skin its not painful but needs remove some of those which I feel is visible 2 are under my arm 2 on my back and one on my rite leg abov,,,human,,
medicine,1d8b21ef-5f20-44a1-aa27-3b74a8daecf3,"Suggest remedy for fever,cough and stuffy nosemy seven months old girl have fever and then chill only at night time ,it happen on 2 nights( friday. sat).she look tired and sleepy, still eat but less t",,,ai_generated,,
medicine,fb68bce3-b05a-40bb-84c8-fff05be5db64,"What chances are there for a concussion without any symptoms ?Hi, is it possible to have a concussion without any symptoms?",,,ai_generated,,
medicine,08d17c10-fdda-4eea-9c4e-0dc3b1d112db,"What causes lower back pain, hip pain and calf pain?im 31 year old female im suffering from lower back pain past 2 months and now the pain from past 1 month is on my right side hip to my calf no stop ",,,ai_generated,,
medicine,91dd9f4e-a2ee-4a11-8861-d3f62075a0e3,"Q. How to manage nosebleed?Hi doctor,My 3 year old daughter has had three nosebleeds in about 3 hours. During the nosebleeds, she said her cheek bone area close to her nose hurts. What to do?",,,human,,
medicine,45f507b6-a3dd-4e7e-a71e-51e84b12bb9b,Is there any alternative medicines other than levitra for prostrate cancer?As a result of prostrate cancer treatment (bracheotherapy) I have had a prescription for levitra to assist me when needed. It,,,human,,
medicine,95a007eb-0bf7-4181-9e21-84b19332537e,"Q. My pregnancy test showed two faint lines. Should I go to the doctor or wait for a week?Hello doctor I have history of Thyroid and PCOS, i am taking 50mg of eltroxin. my period is delayed by 6 days ",,,human,,
medicine,e138d551-00d0-4030-81dd-d8351320ad11,"What causes drop foot?yes, I have a 75 year old relative with a drop foot. He has to drag it and heave or pull it along. He did not have any injury to the leg or knee, non-smoker, non drinker, does no",,,ai_generated,,
medicine,1aca30c4-8f37-4435-ba71-8d61db8d7f44,Is prescribed zenflox and anafortan for on and off mild pain in left abdomen area right treatment?From past 2 days I have mild pain in left abdomen area and pain is only getting sometimes and not thro,,,ai_generated,,
medicine,11aebd09-6f5c-47c3-a83b-bbe6017d79b5,"Q. I have toothache due to dislodged filling in an incomplete root canal treated tooth. Please help.Hello doctor,I have toothache. I have an unfinished root canal for about eight months, temporary fil",,,human,,
medicine,4d79fb82-598a-4194-8c4f-72c5d46ed312,"What does pain in testicles with feeling of pulling down and abdominal pain?Hello,I need so help, from past 2 days i am suffering from testical pains and i am 21yr old. i feel so kind of lump formed a",,,ai_generated,,
medicine,f183424c-f916-4fb8-baf1-981614990a63,"What causes sudden chest discomfort and leg weakness?I have been experiencing sudden chest discomfort such as pressure, fullness or squeezing sensation in the chest, and leg weakness and cramps and fa",,,human,,
medicine,f5e7e92f-7312-4fa7-a4c3-1aae3703a049,"Suggest treatment for meningitisHi, may I answer your health queries right now ?               hello my daughter is starting to get a cold and not sleeping at night. she is very cuddly but ok in her s",,,ai_generated,,
medicine,37e043e8-106b-4075-bce6-7aaefb61360e,"Is pregnancy,related with frequent urination,nausea and enlarged breast?My husband had a vasectomy 4 years ago for the past 2 weeks I have had pregnancy symptoms including urinating a lot, tender and ",,,human,,
medicine,dd43b31a-69d2-45c6-9133-fca65d069b34,"What causes cough and pain under right shoulder blade?I had a very bad cough & cold which started before Christmas, the cold went leaving me with a white thick plehgm. Have had the cough since which h",,,human,,
medicine,b845736b-ab2d-443e-a54b-1c8e123aaf09,Suggest remedy for excessive awakening in the night and foul smelling urineMy 10 month old daughter has recently began wakening during the night numerous times. Drinking upto 12oz of water throught. I,,,human,,
medicine,f8e7a102-c8d9-439d-a3e3-7aa0e354d217,What causes chest pain on right side and shoulder blade pain?I have been sick for a few days now with cold/flu-like symptoms. Yesterday I woke up with chest pain on the right side. It felt as if I had,,,ai_generated,,
medicine,76cb6f93-69ef-4094-bab5-e3378ec746fa,What causes pain in left rib cage upper stomach?i have a pain under my left rib cage upper stomach. i suffer with constipation a lot. i have had gallbladder removed 8 years ago. im a  30yrs old  femal,,,human,,
medicine,4a7d6143-c443-4269-85ce-76cd10d0d044,Suggest remedy for anxiety and depressionhi. im coming to you on the behalf of my girlfriend who is 20. she deals with anxiety and uses the word depressed a lot. things that get her in these moods see,,,ai_generated,,
medicine,831b35ab-d782-4828-ae8a-f671b92602de,"What is the dosage for prednisolone?my daughter having Wt. 19kg is getting urticaria-skin rash all over the body since 7 days, not responding to anithistaminics e.g. atarax 3.5ml BD and steroid deflaz",,,human,,
medicine,731c377f-9017-4998-ac72-2e1961604cd6,Is there any footwear available to increase arch for prolapsed ankle?I have a prolapse right ankle after a removal of a brain tumor which was on the motor part of my brain that affected the muscle of ,,,human,,
medicine,d5602450-1620-4da2-981b-db384b2c2ba5,"Will sexual life be normal again after tearing frenulum?During intercourse two days ago, my uncircumsized fiancee tore his frenulum. He is self treating it with regular cleaning and direct application",,,ai_generated,,
medicine,60885e78-9df6-4478-8daf-b46af7db32d1,What will happen if i take excess of anixilin 0.5mg ?hi i want to know if excess anxinil 0.5mg is consumed what happens?,,,human,,
medicine,0bc5a54c-16d2-4bb3-bf99-b6742d0312c0,"What is the treatment for headache?I have had a headache for the past 4 days now on the top front part of my head, since it started I have had pins and needles in my hand and have felt light headed an",,,human,,
medicine,c5648fe9-3eca-4f05-8e80-9cc9a8ce8849,What is the line of treatment for lump on chest due to changes of bilateral bronchitis and perihilar congestion ?Hi doc My maids son is 5 yrs of age and has a lump on left side of his chest.... He was,,,human,,
medicine,655bb2b8-eb6b-4faf-b9ff-8df3f76f681a,"Will there be side effects of registron on baby?hi i have been using registron 5 mg tab from 01 of tis month when my periud occured on 5th of last month , we had unsafe sex during the month but up to ",,,ai_generated,,
medicine,8d807f09-a519-432a-bd8f-4998fd4ecb44,What will happen if i take excess of anixilin 0.5mg ?hi i want to know if excess anxinil 0.5mg is consumed what happens?,,,ai_generated,,
medicine,fe12ef31-53d4-42bc-a3db-e29f00aa4b62,"How to treat dry skin,bumps and itchiness in pubic area after shaving?Hey, Im a very sexually active person and I masturbate alot. Around my pubic area there is dry skin and I feel bumps deep in my sk",,,ai_generated,,
medicine,c088b886-c971-4094-80ae-1a6e369776ec,Using inhaler albrutal for the diagnosed respiratory infection and asthma. Will the cough and thigh rubbing cause blisters?I got diagnosed with upper respitary infection and asthma gave me anbiotic an,,,human,,
medicine,b2ef2611-c0b0-456c-bf15-30400fe8a1e8,"Suggest treatment for fever and headache caused by bee stingchild got stung by bee or wasp, stinger taken out immediately. no swelling at sting site. child has developed fever and headaches 24 hours a",,,ai_generated,,
open_qa,d73c39dd-d286-4002-9251-6dd9559acdd4,"where does the expression ""knocking on wood"" come from",,,ai_generated,,
open_qa,b1265875-3349-4a42-8571-e3ae4ef87c0e,when was How the west was won filmed?,,,human,,
open_qa,40ca0566-545e-4634-a79a-c65a734139b4,what are metaphors used for,,,ai_generated,,
open_qa,e0fe1a54-85bd-41ae-939e-52fc3d9f10bf,where is university of nelson mandela metropolitan located,,,ai_generated,,
open_qa,d10ffcb3-2ed8-45e9-ac39-23657904f637,what county is galveston in texas,,,human,,
open_qa,bfd0ffd2-153c-4b27-b615-a24ceec5e757,how many died in hiroshima and nagasaki,,,ai_generated,,
open_qa,ecd09ba6-55ac-40b3-b7d9-7f6c6e06fda4,who is the mayor of chicago 2011,,,human,,
open_qa,d5c112e0-e2a4-435f-9984-acdf20c51638,"what is ""thin film"" technology",,,human,,
open_qa,48b6c507-8157-499d-93ef-0d2550db90d1,what county is Holly Ridge nc in?,,,ai_generated,,
open_qa,40698bfb-3966-4466-b25b-dcf4dfd7d3a8,what freezes faster? hot or cold water?,,,ai_generated,,
open_qa,df4cabe1-1344-4aa5-89b4-bdc2388a82f2,when was andy griffith born,,,ai_generated,,
open_qa,101180df-34a5-4f0b-811f-594a5b9ebe75,what did ronald reagan do as president,,,ai_generated,,
open_qa,8a7c07cb-b809-453c-958d-edd2b7422221,what is the si unit of pressure,,,ai_generated,,
open_qa,efe84ab4-9f42-4aec-8687-4312889ffd23,how does a steam engine work,,,ai_generated,,
open_qa,159c2d88-042a-40bc-9e7e-242cbb458bff,who invented the internet,,,ai_generated,,
open_qa,b0c0742e-cd34-4580-a711-801d07a1670d,what is in milk,,,ai_generated,,
open_qa,d8205980-c9f4-4e72-bf7f-d004a3664149,what area code is 810,,,human,,
open_qa,b3965208-a4a7-4a29-8c02-fd85541099d0,what radio station are the boston bruins on?,,,ai_generated,,
open_qa,ba569001-9ae9-4afb-a849-364c347acb33,how many albums has eminem sold in his career,,,human,,
open_qa,6be81e5f-1bf9-400c-bce5-cec7071a5fa6,when was the constitution written,,,ai_generated,,
open_qa,dc025288-f584-49fd-aeed-7c40249e3078,who sang the nights the lights went out,,,ai_generated,,
open_qa,ddd0927e-32e8-4db0-a732-e1a6835e52d6,what is blood urea,,,ai_generated,,
open_qa,bc627428-cd45-4b7e-890d-3b40fba6b176,how does a solid state drive work,,,ai_generated,,
open_qa,ee259b96-3c44-416b-a227-168eaa936664,who is basketball star antoine walker,,,human,,
open_qa,a34d1de4-9f5d-4ca4-a4c5-b3ed4233fd3c,where is the arctic circle located on the earth,,,human,,
open_qa,31db1812-eeca-4c2a-a3e4-60d987a4e945,when was malcolm x assassinated,,,ai_generated,,
open_qa,32eb726c-46c3-45c3-85b5-478082290bd3,when did lucy stone died,,,human,,
open_qa,c3f3b9fc-cb49-4355-942e-614996b4fc52,when was the trogan war,,,ai_generated,,
open_qa,1af167b7-151f-4ce7-acb4-11e80df6d4a0,who is mary matalin married to,,,ai_generated,,
open_qa,beee7305-aad0-4ce8-ba2a-33e724efeb3b,what year was gulf war,,,ai_generated,,
open_qa,11878b2d-6246-438a-8714-321a4ae9de5a,when was scooby doo created,,,ai_generated,,
open_qa,30e6ef91-a026-454d-90e0-c6f11eee03c7,what tensions preceded the berlin blockade,,,ai_generated,,
open_qa,9a7d8ec9-84a4-4857-a793-d66787e50f12,where is valley village ca,,,human,,
open_qa,113428df-5591-408d-9461-73cfb9898b24,what year was christianity introduced to sub-saharan africa,,,ai_generated,,
open_qa,71f8c217-7116-45fd-8e1b-db083855b9d6,who are the characters in 90210 in season 3,,,ai_generated,,
open_qa,f8f12de7-ea0a-4f04-b63a-52b0425fab28,what does the green mean on the mexican flag,,,ai_generated,,
open_qa,7a133e24-3de9-46f4-bbe4-12cbea9b3962,what is the name of the family who own the biltmore estates in nc,,,ai_generated,,
open_qa,02c77032-1e50-4ab0-914b-6568a590fdf3,when was scooby doo created,,,ai_generated,,
open_qa,c1f2104e-85cd-4a41-b4df-b777490444b3,what produces primary xylem?,,,ai_generated,,
open_qa,065f84f3-82cb-4f02-851d-c73b00904ae2,what does a timing belt do,,,human,,
open_qa,5ee92311-7bfd-479a-a189-e6453759b472,who owned kansas before it became a state,,,ai_generated,,
open_qa,f870c00b-0476-48ca-941d-8ae7c4b0a03d,what countries are in cono sur,,,ai_generated,,
open_qa,f60eb4db-d537-41d1-b1e5-5db9cc4bd3d2,what does hair testing show,,,human,,
open_qa,7d21203e-36f4-4287-82cc-0d1b0dbd2a0b,when did secretariat win,,,ai_generated,,
open_qa,41d9ff1d-d9d3-4230-85d6-585754944302,what can sql 2005 do,,,ai_generated,,
open_qa,8a1f5c62-9044-44e7-82ca-71305b150c44,how a water pump works,,,ai_generated,,
open_qa,56a77b7d-d622-4145-a06d-66552e6de1e4,what is Polyester in packaging PET,,,ai_generated,,
open_qa,29e4bf6d-03c8-4563-b076-6fe6ed026f53,where is osaka japan,,,ai_generated,,
open_qa,136e752f-ebce-4104-a704-ffa6ca5e79b6,WHERE WAS JOHN WAYNE BORN,,,human,,
open_qa,ec2a07fc-f83f-45c3-ab53-24f7136998ab,who is the writer of the beowulf poem?,,,ai_generated,,
open_qa,4df9be67-d770-4249-956d-c7c74c8f254c,where are the most concentration of jews living,,,ai_generated,,
open_qa,76ed1ae4-40a7-4dbd-af3a-15ad6ae19eca,when did scott pilgrim come out,,,ai_generated,,
open_qa,b9608c56-4cb1-4be0-a0c8-576102a655ba,what people used mayan numeral system,,,ai_generated,,
open_qa,c95b0fa6-8ccb-45ef-99ad-298f0435b709,what year did the beatles came out with the song i wanna hold your hand,,,human,,
open_qa,6d3b94bc-cf56-4624-b45b-1544dd525848,"What happened to ""The Glades"" tv series",,,ai_generated,,
open_qa,9bcb9d0e-82ba-4bc4-985c-6e88f3ea301a,what causes the seasons,,,ai_generated,,
open_qa,48935176-3e0d-4dd9-a984-069ae477a868,what caused ww,,,ai_generated,,
open_qa,b318b2da-c2bc-491d-bf61-c31ddd82784b,what city is george washington university,,,ai_generated,,
open_qa,d9323f64-4965-43d3-8ab1-6001f19e697b,where does the return address go on mail,,,human,,
open_qa,77d5955d-90cc-47a9-8ed3-a0b9f07cf7f7,who won fifa world cup 2010,,,human,,
open_qa,350d317b-6e2d-45db-a424-cda58d17b337,what countries allow gays to openly serve in the military,,,ai_generated,,
open_qa,5d9389f9-e1f6-4575-bfad-3f44e5b4c240,when does black friday start for christmas,,,ai_generated,,
open_qa,1d67b199-e052-4f59-a4b9-ab2cf11d464b,what does oklahoma produce,,,ai_generated,,
open_qa,dba8167b-e8df-471a-9d3c-c841fec2dd14,what video format will play in a DVD player,,,ai_generated,,
open_qa,4809f6db-3d5f-4ee7-8610-9ebd6ae3fefd,who are the girls from the bad girls club?,,,human,,
open_qa,0ad4ad02-5ce0-4bf5-a58c-6b9fb4f5ce80,how is a backpack made,,,ai_generated,,
open_qa,d2a94812-87d7-4c7f-8944-ef1f14fb5ffd,what affects the money supply,,,ai_generated,,
open_qa,fc0a1608-6792-4547-9207-7b64f359d5c8,what is a wwII theater,,,ai_generated,,
open_qa,cd7465f1-5b9f-4408-b09a-15d74a647eef,what is the kanji for language,,,ai_generated,,
open_qa,0faec634-0fe7-4bb6-953b-b890841e17dc,what cheese is made from goat's milk,,,ai_generated,,
open_qa,f688a1ce-dc3a-4d98-b5fb-274e58f66c3f,where does ray lamontagne live,,,ai_generated,,
open_qa,8b3f25de-12a3-46b3-b835-b26829dc2fa1,what percent of illegal immigrants are from mexico and europe,,,human,,
open_qa,b939f5f1-226e-4698-b9ee-340af4b09094,what was the city of Mithridates,,,human,,
open_qa,cbfe041f-fc35-4892-b473-e7ee9f713e2d,what year was the 8 track invented,,,ai_generated,,
